id,score
196,2.0
197,4.0
198,6.0
199,4.0
200,4.5
201,4.5
202,3.0
203,4.0
204,3.5
205,4.5
206,4.5
207,4.5
208,2.0
209,3.5
210,3.5
211,3.0
212,4.0
213,3.5
214,5.5
215,2.5
216,4.5
217,3.5
218,3.0
219,3.5
220,3.5
221,5.5
222,3.0
223,3.0
224,3.0
225,4.5
226,3.0
227,4.0
228,5.0
229,4.0
230,5.0
231,5.0
232,5.0
233,5.0
234,4.0
235,5.5
236,4.5
237,5.5
238,3.0
239,3.0
240,4.0
241,2.5
242,1.5
243,4.0
244,4.0
245,4.0
246,1.5
247,4.5
248,3.5
249,4.0
250,2.0
251,3.5
252,6.0
253,4.0
254,3.0
255,4.0
256,4.5
257,3.5
258,4.0
259,3.5
260,3.5
261,2.5
262,4.0
263,6.0
264,5.0
265,4.5
266,4.0
267,3.0
268,4.5
269,4.0
270,3.5
271,3.0
272,5.5
273,3.0
274,3.5
275,3.0
276,3.0
277,2.5
278,5.0
279,6.0
280,4.0
281,4.0
282,5.0
283,3.0
284,5.0
285,3.5
286,5.5
287,4.5
288,1.0
289,4.0
290,3.0
291,2.0
292,4.0
293,2.5
294,3.0
295,5.5
296,5.0
297,4.5
298,3.5
299,5.5
300,3.5
301,3.5
302,3.0
303,2.5
304,4.0
305,4.5
306,4.0
307,3.5
308,3.0
309,3.5
310,2.0
311,6.0
312,2.5
313,4.0
314,2.0
315,3.0
316,1.5
317,5.0
318,3.0
319,3.5
320,3.0
321,3.5
322,3.0
323,2.5
324,5.0
325,5.0
326,3.5
327,2.5
328,5.5
329,2.5
330,2.0
331,4.0
332,4.0
333,3.5
334,4.5
335,3.0
336,3.0
337,5.0
338,4.0
339,4.5
340,3.0
341,4.5
342,4.0
343,5.0
344,4.0
345,5.0
346,3.0
347,4.0
348,4.0
349,3.0
350,4.5
351,3.5
352,3.5
353,2.0
354,3.5
355,4.0
356,4.5
357,4.5
358,4.0
359,4.0
360,4.0
361,3.5
362,1.5
363,5.5
364,4.0
365,5.0
366,3.5
367,3.5
368,2.5
369,3.5
370,3.5
371,4.0
372,4.0
373,2.5
374,2.5
375,2.5
376,3.5
377,5.0
378,4.5
379,4.0
380,5.5
381,5.5
382,3.0
383,4.5
384,4.0
385,5.5
386,2.5
387,3.5
388,4.5
389,4.0
390,2.0
391,4.0
392,4.0
393,4.0
394,2.5
395,3.5
396,3.5
397,4.5
398,3.5
399,2.5
400,3.5
401,2.5
402,5.0
403,4.0
404,5.0
405,3.5
406,3.0
407,4.0
408,3.5
409,4.0
410,4.0
411,3.5
412,3.5
413,5.0
414,3.0
415,5.0
416,3.0
417,4.5
418,4.0
419,4.0
420,3.0
421,3.0
422,4.5
423,2.5
424,3.5
425,3.5
426,5.0
427,4.5
428,5.0
429,3.0
430,2.5
431,4.5
432,5.0
433,2.5
434,2.5
435,4.5
436,3.0
437,5.5
438,3.5
439,3.0
440,3.5
441,4.0
442,3.0
443,1.5
444,3.5
445,4.5
446,4.0
447,4.5
448,3.0
449,4.0
450,4.0
451,2.5
452,5.5
453,4.0
454,3.5
455,4.5
456,5.5
457,1.5
458,4.0
459,4.0
460,3.5
461,3.0
462,3.5
463,6.0
464,3.0
465,5.0
466,3.5
467,4.0
468,3.5
469,2.5
470,3.5
471,4.5
472,0.5
473,3.5
474,4.0
475,3.0
476,3.5
477,3.0
478,4.5
479,3.5
480,4.0
481,5.0
482,1.5
483,4.0
484,4.5
485,2.5
486,4.0
487,2.0
488,2.5
489,3.5
490,2.0
491,2.5
492,3.0
493,4.0
494,2.5
495,4.5
496,5.5
497,3.5
498,3.5
499,3.5
500,3.0
501,3.5
502,5.5
503,2.0
504,4.0
505,3.0
506,3.5
507,4.5
508,3.5
509,1.5
510,4.0
511,1.5
512,4.0
513,2.5
514,4.0
515,3.5
516,3.5
517,4.5
518,4.0
519,3.5
520,4.0
521,3.0
522,4.0
523,3.5
524,3.0
525,4.0
526,4.0
527,4.0
528,4.5
529,3.0
530,3.5
531,4.5
532,4.0
533,3.0
534,3.0
535,3.5
536,5.5
537,4.0
538,4.0
539,3.5
540,3.0
541,4.5
542,3.0
543,3.0
544,3.5
545,4.0
546,4.0
547,2.0
548,3.0
549,4.5
550,4.0
551,3.5
552,3.5
553,4.5
554,4.0
555,4.0
556,3.5
557,3.5
558,3.0
559,4.0
560,2.5
561,2.5
562,4.0
563,5.5
564,5.0
565,2.5
566,4.5
567,4.5
568,3.5
569,4.0
570,4.0
571,4.0
572,5.0
573,5.0
574,3.5
575,3.5
576,4.0
577,3.5
578,1.0
579,4.5
580,4.5
581,3.5
582,4.5
583,4.5
584,4.5
585,3.5
586,4.0
587,5.5
588,2.5
589,4.0
590,4.5
591,5.0
592,4.0
593,4.5
594,4.0
595,3.5
596,3.5
597,4.0
598,4.5
599,3.5
600,4.0
601,4.0
602,3.0
603,4.0
604,4.0
605,4.0
606,1.0
607,4.5
608,2.0
609,3.0
610,3.0
611,4.0
612,4.0
613,3.5
614,3.5
615,4.5
616,3.5
617,2.5
618,4.5
619,4.5
620,3.5
621,4.5
622,3.5
623,4.5
624,4.5
625,5.5
626,3.5
627,3.5
628,2.0
629,4.0
630,3.0
631,3.5
632,3.5
633,4.0
634,3.5
635,4.5
636,4.5
637,4.5
638,4.5
639,5.0
640,3.5
641,3.5
642,3.5
643,4.0
644,5.0
645,2.5
646,4.0
647,4.0
648,3.5
649,1.0
650,3.5
651,5.0
652,4.0
653,4.0
654,2.5
655,3.5
656,2.5
657,1.5
658,3.5
659,5.0
660,4.0
661,4.0
662,4.5
663,4.0
664,4.0
665,2.0
666,4.0
667,4.0
668,3.5
669,2.0
670,4.0
671,5.5
672,1.5
673,2.5
674,4.0
675,4.0
676,6.0
677,5.0
678,4.0
679,3.0
680,3.5
681,4.0
682,4.5
683,4.0
684,1.5
685,2.0
686,4.5
687,3.0
688,4.0
689,2.5
690,5.5
691,3.0
692,5.5
693,3.5
694,4.5
695,5.0
696,3.5
697,3.5
698,3.0
699,2.0
700,5.5
701,5.5
702,3.0
703,6.0
704,3.5
705,1.5
706,4.0
707,5.5
708,2.5
709,4.5
710,4.0
711,5.5
712,4.0
713,3.5
714,3.5
715,4.0
716,3.5
717,4.5
718,3.5
719,4.0
720,3.5
721,3.5
722,3.0
723,4.5
724,4.5
725,4.5
726,3.5
727,4.5
728,5.5
729,2.5
730,6.0
731,4.5
732,4.0
733,5.0
734,2.5
735,3.0
736,3.0
737,3.5
738,4.5
739,5.0
740,4.0
741,6.0
742,4.0
743,3.0
744,4.0
745,3.5
746,5.5
747,3.0
748,3.0
749,3.5
750,4.0
751,3.0
752,4.0
753,3.0
754,4.5
755,3.5
756,4.0
757,3.5
758,2.0
759,3.0
760,4.0
761,2.5
762,6.0
763,4.0
764,5.5
765,4.5
766,3.5
767,4.0
768,4.5
769,1.5
770,5.0
771,3.0
772,3.5
773,3.5
774,3.0
775,2.5
776,5.0
777,4.5
778,6.0
779,5.5
780,3.5
781,2.0
782,3.0
783,4.0
784,2.5
785,4.0
786,2.0
787,4.0
788,3.0
789,3.5
790,3.5
791,3.5
792,4.0
793,4.0
794,4.0
795,3.5
796,2.0
797,5.0
798,5.0
799,3.0
800,3.0
801,3.5
802,4.5
803,4.0
804,3.0
805,4.5
806,5.0
807,5.0
808,3.0
809,5.0
810,2.5
811,3.5
812,2.0
813,5.5
814,3.5
815,3.5
816,3.5
817,6.0
818,4.5
819,4.5
820,4.0
821,4.0
822,3.0
823,1.5
824,2.5
825,2.5
826,4.5
827,4.0
828,4.5
829,2.5
830,4.5
831,4.5
832,2.5
833,4.5
834,1.5
835,4.0
836,4.5
837,3.5
838,2.5
839,5.5
840,4.0
841,3.0
842,4.0
843,4.0
844,3.5
845,4.0
846,5.0
847,4.0
848,4.5
849,3.0
850,3.0
851,4.0
852,5.5
853,4.5
854,2.5
855,5.5
856,4.0
857,3.5
858,3.0
859,3.5
860,3.5
861,4.5
862,3.0
863,4.5
864,3.0
865,4.0
866,5.0
867,2.0
868,5.5
869,5.0
870,3.5
871,4.5
872,4.0
873,4.0
874,4.0
875,4.0
876,3.5
877,2.0
878,5.5
879,4.0
880,3.5
881,3.5
882,2.5
883,3.5
884,3.5
885,3.5
886,5.5
887,3.0
888,3.5
889,4.5
890,4.5
891,3.5
892,2.5
893,4.0
894,6.0
895,4.0
896,4.0
897,3.0
898,3.5
899,4.0
900,1.0
901,3.5
902,4.0
903,3.5
904,3.5
905,5.0
906,5.0
907,4.0
908,4.0
909,4.5
910,5.5
911,3.5
912,5.5
913,3.5
914,3.0
915,4.5
916,2.0
917,2.0
918,4.0
919,3.0
920,3.5
921,3.5
922,3.5
923,3.0
924,4.0
925,5.0
926,2.5
927,4.0
928,4.0
929,5.0
930,4.5
931,3.5
932,5.0
933,4.0
934,5.5
935,4.5
936,5.0
937,4.0
938,5.0
939,3.5
940,4.5
941,3.5
942,4.0
943,4.5
944,2.5
945,5.5
946,4.0
947,4.5
948,2.5
949,4.0
950,2.5
951,2.5
952,3.5
953,4.5
954,5.5
955,3.0
956,3.5
957,3.5
958,4.0
959,3.0
960,4.5
961,2.5
962,1.5
963,3.0
964,4.5
965,4.5
966,4.5
967,4.0
968,4.0
969,4.0
970,4.0
971,4.5
972,4.0
973,3.5
974,2.0
975,3.0
976,2.0
977,4.5
978,4.5
979,5.0
980,2.5
981,4.5
982,4.5
983,3.0
984,4.5
985,3.5
986,3.5
987,3.0
988,3.5
989,3.0
990,3.0
991,5.0
992,4.0
993,3.0
994,4.0
995,3.0
996,4.0
997,4.5
998,5.5
999,4.0
1000,3.0
1001,3.5
1002,3.5
1003,4.0
1004,4.0
1005,3.0
1006,2.5
1007,2.5
1008,4.0
1009,3.5
1010,3.5
1011,4.5
1012,3.0
1013,3.5
1014,4.0
1015,5.0
1016,3.5
1017,4.5
1018,4.5
1019,5.0
1020,3.5
1021,4.0
1022,3.5
1023,3.5
1024,3.0
1025,3.0
1026,6.0
1027,3.5
1028,2.5
1029,4.5
1030,5.0
1031,1.0
1032,3.5
1033,3.5
1034,4.0
1035,3.0
1036,4.5
1037,1.5
1038,5.0
1039,4.5
1040,1.5
1041,4.0
1042,3.5
1043,2.0
1044,3.0
1045,3.0
1046,4.5
1047,3.5
1048,3.0
1049,1.5
1050,3.5
1051,4.0
1052,5.5
1053,3.5
1054,4.0
1055,4.0
1056,2.0
1057,3.5
1058,3.0
1059,4.0
1060,1.5
1061,3.5
1062,1.5
1063,5.5
1064,3.5
1065,2.0
1066,3.5
1067,4.0
1068,1.5
1069,5.5
1070,3.0
1071,3.0
1072,2.5
1073,2.0
1074,3.0
1075,5.0
1076,4.0
1077,4.0
1078,1.5
1079,3.5
1080,2.5
1081,3.5
1082,4.5
1083,3.5
1084,2.5
1085,4.0
1086,4.0
1087,4.0
1088,2.0
1089,2.5
1090,4.0
1091,2.5
1092,4.0
1093,2.0
1094,3.5
1095,3.5
1096,2.5
1097,3.5
1098,4.5
1099,4.5
1100,4.5
1101,4.0
1102,4.0
1103,3.5
1104,3.5
1105,4.5
1106,4.5
1107,4.5
1108,3.5
1109,3.5
1110,4.0
1111,2.5
1112,4.0
1113,1.0
1114,4.5
1115,4.5
1116,4.0
1117,4.0
1118,2.0
1119,2.0
1120,5.5
1121,4.5
1122,2.0
1123,5.5
1124,2.5
1125,5.5
1126,4.0
1127,3.5
1128,4.5
1129,4.5
1130,4.5
1131,3.0
1132,4.0
1133,6.0
1134,4.0
1135,4.0
1136,2.5
1137,3.5
1138,4.5
1139,5.5
1140,3.0
1141,6.0
1142,6.0
1143,4.5
1144,3.0
1145,4.5
1146,4.5
1147,4.5
1148,1.5
1149,4.0
1150,5.0
1151,3.5
1152,2.5
1153,3.0
1154,5.0
1155,3.0
1156,4.0
1157,5.5
1158,2.0
1159,3.0
1160,3.0
1161,3.5
1162,5.0
1163,5.5
1164,4.5
1165,5.5
1166,2.5
1167,5.0
1168,4.0
1169,3.5
1170,4.0
1171,3.5
1172,5.5
1173,1.0
1174,3.0
1175,1.5
1176,2.0
1177,4.5
1178,4.5
1179,3.5
1180,4.5
1181,2.5
1182,4.5
1183,4.0
1184,5.0
1185,1.5
1186,3.5
1187,3.0
1188,3.5
1189,3.5
1190,4.0
1191,3.0
1192,3.0
1193,3.5
1194,5.0
1195,4.0
1196,2.0
1197,4.5
1198,4.0
1199,1.5
1200,3.0
1201,5.5
1202,3.5
1203,4.5
1204,4.5
1205,2.5
1206,4.0
1207,4.0
1208,4.5
1209,4.0
1210,4.0
1211,4.0
1212,4.0
1213,3.0
1214,4.0
1215,2.0
1216,4.0
1217,3.5
1218,3.0
1219,2.5
1220,3.0
1221,4.0
1222,3.5
1223,5.5
1224,4.0
1225,4.0
1226,4.5
1227,3.5
1228,2.5
1229,5.0
1230,3.0
1231,2.0
1232,5.0
1233,5.0
1234,3.5
1235,5.0
1236,5.0
1237,4.5
1238,2.0
1239,3.5
1240,4.5
1241,4.5
1242,4.0
1243,3.5
1244,4.5
1245,4.0
1246,4.5
1247,3.5
1248,3.0
1249,4.0
1250,5.0
1251,4.5
1252,4.5
1253,4.0
1254,3.5
1255,4.0
1256,3.5
1257,5.0
1258,3.5
1259,3.5
1260,5.0
1261,1.0
1262,4.0
1263,4.0
1264,2.5
1265,4.0
1266,4.5
1267,3.5
1268,3.5
1269,2.5
1270,4.0
1271,4.0
1272,3.0
1273,3.0
1274,4.0
1275,4.0
1276,4.5
1277,4.0
1278,4.0
1279,4.0
1280,4.5
1281,3.5
1282,5.5
1283,4.5
1284,2.5
1285,4.0
1286,4.0
1287,4.0
1288,4.5
1289,3.0
1290,3.0
1291,4.5
1292,3.0
1293,5.0
1294,4.5
1295,4.0
1296,4.0
1297,2.5
1298,2.5
1299,3.5
1300,3.5
1301,5.5
1302,4.0
1303,3.5
1304,4.5
1305,4.0
1306,3.5
1307,3.5
1308,4.5
1309,4.0
1310,4.5
1311,4.5
1312,2.5
1313,2.5
1314,3.5
1315,2.0
1316,4.0
1317,4.5
1318,3.0
1319,4.5
1320,3.5
1321,3.5
1322,2.5
1323,3.5
1324,3.0
1325,4.0
1326,4.5
1327,3.0
1328,4.0
1329,3.5
1330,3.5
1331,5.0
1332,5.5
1333,4.5
1334,3.5
1335,5.5
1336,2.5
1337,3.5
1338,3.5
1339,3.0
1340,4.0
1341,4.5
1342,1.5
1343,3.0
1344,2.0
1345,4.0
1346,5.0
1347,5.0
1348,4.0
1349,4.5
1350,3.5
1351,6.0
1352,4.5
1353,5.0
1354,3.0
1355,2.5
1356,4.0
1357,5.0
1358,4.0
1359,4.5
1360,4.5
1361,4.0
1362,5.5
1363,4.0
1364,2.5
1365,4.0
1366,3.5
1367,4.0
1368,4.5
1369,2.5
1370,3.5
1371,2.5
1372,4.5
1373,3.0
1374,4.5
1375,2.5
1376,4.5
1377,5.0
1378,5.0
1379,4.5
1380,2.5
1381,3.0
1382,4.0
1383,5.5
1384,2.0
1385,3.5
1386,3.0
1387,4.5
1388,6.0
1389,2.0
1390,4.5
1391,3.0
1392,4.0
1393,4.5
1394,2.5
1395,1.0
1396,4.0
1397,3.0
1398,4.5
1399,3.5
1400,4.0
1401,4.5
1402,3.5
1403,3.5
1404,4.0
1405,2.0
1406,3.5
1407,6.0
1408,5.0
1409,4.5
1410,4.0
1411,3.0
1412,4.5
1413,4.0
1414,5.0
1415,4.0
1416,3.5
1417,3.0
1418,4.5
1419,5.0
1420,1.5
1421,3.0
1422,4.0
1423,3.5
1424,3.5
1425,4.5
1426,3.5
1427,1.5
1428,2.5
1429,3.0
1430,4.0
1431,3.5
1432,3.0
1433,3.0
1434,3.0
1435,5.0
1436,3.0
1437,4.0
1438,6.0
1439,3.5
1440,4.0
1441,2.0
1442,2.5
1443,3.0
1444,4.5
1445,5.0
1446,3.0
1447,2.5
1448,3.5
1449,4.0
1450,3.5
1451,4.5
1452,5.5
1453,4.5
1454,1.0
1455,2.5
1456,4.5
1457,3.0
1458,4.0
1459,5.0
1460,4.5
1461,4.0
1462,4.0
1463,3.5
1464,5.0
1465,4.0
1466,4.0
1467,4.5
1468,4.0
1469,3.5
1470,3.0
1471,4.5
1472,4.0
1473,3.0
1474,4.0
1475,4.5
1476,4.5
1477,2.5
1478,4.5
1479,3.5
1480,3.0
1481,3.5
1482,2.0
1483,4.5
1484,3.0
1485,1.5
1486,4.5
1487,2.5
1488,5.0
1489,4.0
1490,2.5
1491,3.0
1492,4.5
1493,2.5
1494,3.5
1495,2.5
1496,3.0
1497,4.0
1498,3.5
1499,4.0
1500,2.5
1501,4.5
1502,4.0
1503,3.0
1504,5.0
1505,4.5
1506,4.0
1507,3.5
1508,3.0
1509,2.5
1510,2.5
1511,4.5
1512,4.5
1513,3.5
1514,4.5
1515,4.5
1516,6.0
1517,3.5
1518,3.0
1519,4.5
1520,3.5
1521,5.0
1522,4.0
1523,5.5
1524,4.5
1525,5.0
1526,4.0
1527,4.5
1528,4.0
1529,4.0
1530,3.5
1531,2.0
1532,3.5
1533,4.0
1534,6.0
1535,4.0
1536,3.5
1537,1.0
1538,4.5
1539,4.5
1540,3.0
1541,3.5
1542,3.0
1543,4.5
1544,4.5
1545,5.0
1546,2.5
1547,3.5
1548,5.0
1549,3.5
1550,4.0
1551,4.0
1552,2.5
1553,4.0
1554,5.5
1555,5.5
1556,2.0
1557,1.0
1558,4.0
1559,4.0
1560,5.5
1561,5.5
1562,4.0
1563,4.0
1564,4.5
1565,4.0
1566,5.0
1567,3.5
1568,4.0
1569,3.0
1570,1.0
1571,5.0
1572,4.5
1573,3.5
1574,3.5
1575,4.0
1576,4.5
1577,2.0
1578,3.5
1579,5.5
1580,4.0
1581,1.5
1582,3.0
1583,2.5
1584,2.5
1585,3.5
1586,4.0
1587,2.5
1588,4.0
1589,4.0
1590,3.5
1591,3.5
1592,2.5
1593,6.0
1594,4.0
1595,5.0
1596,1.5
1597,1.0
1598,3.5
1599,3.0
1600,5.5
1601,4.5
1602,4.0
1603,3.0
1604,4.0
1605,4.5
1606,2.5
1607,5.5
1608,3.5
1609,3.0
1610,4.5
1611,4.0
1612,3.0
1613,3.0
1614,4.5
1615,2.5
1616,3.0
1617,4.0
1618,3.0
1619,3.5
1620,3.0
1621,3.5
1622,5.5
1623,5.5
1624,3.5
1625,4.5
1626,4.5
1627,4.0
1628,2.5
1629,3.0
1630,4.0
1631,3.0
1632,4.0
1633,3.5
1634,3.0
1635,4.0
1636,3.0
1637,4.0
1638,3.5
1639,3.0
1640,4.5
1641,4.0
1642,4.0
1643,3.5
1644,3.0
1645,3.0
1646,2.5
1647,2.0
1648,4.5
1649,3.5
1650,5.5
1651,4.0
1652,6.0
1653,4.0
1654,4.5
1655,3.5
1656,2.5
1657,4.5
1658,4.0
1659,2.5
1660,3.0
1661,4.5
1662,3.5
1663,4.5
1664,4.5
1665,3.0
1666,5.5
1667,2.0
1668,4.5
1669,4.5
1670,3.5
1671,2.0
1672,3.0
1673,3.5
1674,2.5
1675,3.5
1676,5.0
1677,3.0
1678,2.5
1679,3.5
1680,4.0
1681,4.0
1682,5.0
1683,3.5
1684,2.5
1685,3.5
1686,4.5
1687,4.0
1688,4.0
1689,3.5
1690,3.0
1691,2.5
1692,5.0
1693,1.5
1694,5.5
1695,3.5
1696,4.5
1697,1.5
1698,3.0
1699,5.0
1700,4.0
1701,4.0
1702,3.5
1703,4.0
1704,3.5
1705,3.5
1706,1.5
1707,3.5
1708,3.5
1709,4.5
1710,1.5
1711,5.0
1712,1.5
1713,3.5
1714,3.0
1715,3.5
1716,5.5
1717,1.0
1718,3.5
1719,3.5
1720,3.0
1721,5.5
1722,3.5
1723,3.0
1724,4.0
1725,2.5
1726,3.5
1727,4.0
1728,4.5
1729,4.5
1730,4.5
1731,5.0
1732,4.0
1733,3.5
1734,3.0
1735,4.5
1736,5.0
1737,3.0
1738,6.0
1739,4.0
1740,3.0
1741,2.0
1742,4.5
1743,1.5
1744,3.0
1745,2.0
1746,4.5
1747,4.5
1748,3.5
1749,3.0
1750,3.5
1751,4.5
1752,2.5
1753,5.0
1754,2.5
1755,4.0
1756,3.5
1757,3.5
1758,3.0
1759,4.5
1760,5.0
1761,5.0
1762,2.5
1763,4.0
1764,2.0
1765,3.0
1766,4.5
1767,3.0
1768,3.5
1769,4.0
1770,5.0
1771,5.0
1772,5.0
1773,4.5
1774,4.5
1775,3.5
1776,3.5
1777,3.0
1778,3.0
1779,4.5
1780,5.5
1781,3.5
1782,3.0
1783,4.5
1784,4.5
1785,3.0
1786,3.5
1787,3.5
1788,4.5
1789,1.0
1790,4.5
1791,3.5
1792,4.5
1793,3.0
1794,5.0
1795,2.5
1796,2.5
1797,3.5
1798,5.5
1799,3.5
1800,1.5
1801,2.5
1802,3.0
1803,2.5
1804,3.5
1805,4.0
1806,3.5
1807,4.5
1808,4.5
1809,6.0
1810,4.5
1811,2.5
1812,3.0
1813,4.5
1814,3.0
1815,4.5
1816,3.5
1817,3.5
1818,3.5
1819,3.5
1820,2.5
1821,4.5
1822,1.0
1823,3.5
1824,4.0
1825,3.0
1826,4.5
1827,4.5
1828,2.5
1829,3.5
1830,5.5
1831,4.0
1832,5.5
1833,2.5
1834,5.0
1835,3.5
1836,4.5
1837,2.5
1838,4.5
1839,4.0
1840,4.0
1841,3.0
1842,3.5
1843,3.0
1844,1.5
1845,3.5
1846,3.0
1847,2.5
1848,3.0
1849,3.5
1850,5.5
1851,4.5
1852,3.0
1853,4.0
1854,5.0
1855,4.5
1856,3.5
1857,2.5
1858,3.0
1859,4.5
1860,2.0
1861,4.0
1862,4.5
1863,2.0
1864,4.0
1865,4.5
1866,3.5
1867,1.5
1868,5.0
1869,4.0
1870,4.0
1871,1.5
1872,3.5
1873,4.0
1874,4.5
1875,2.0
1876,4.0
1877,2.0
1878,0.5
1879,2.0
1880,5.5
1881,6.0
1882,5.5
1883,4.0
1884,4.5
1885,5.0
1886,4.0
1887,4.5
1888,4.5
1889,4.0
1890,1.5
1891,3.5
1892,4.5
1893,4.0
1894,3.5
1895,4.0
1896,3.0
1897,4.5
1898,3.0
1899,3.0
1900,4.0
1901,0.5
1902,4.0
1903,5.5
1904,4.0
1905,4.5
1906,4.5
1907,2.5
1908,3.5
1909,3.5
1910,3.0
1911,4.0
1912,3.5
1913,4.5
1914,5.5
1915,4.0
1916,3.0
1917,4.0
1918,2.0
1919,4.0
1920,5.5
1921,4.0
1922,1.0
1923,3.0
1924,2.5
1925,4.0
1926,3.0
1927,4.5
1928,4.5
1929,4.0
1930,4.5
1931,4.0
1932,5.0
1933,2.5
1934,1.0
1935,3.0
1936,3.5
1937,4.5
1938,2.0
1939,3.5
1940,2.5
1941,4.0
1942,5.0
1943,5.0
1944,2.5
1945,2.0
1946,3.5
1947,5.5
1948,4.0
1949,3.0
1950,3.0
1951,3.5
1952,3.0
1953,1.0
1954,5.5
1955,3.0
1956,5.0
1957,3.0
1958,5.0
1959,3.5
1960,1.0
1961,5.0
1962,3.0
1963,5.5
1964,4.0
1965,4.0
1966,4.5
1967,2.0
1968,2.5
1969,2.5
1970,5.5
1971,3.5
1972,2.5
1973,3.5
1974,5.5
1975,3.0
